event_id,name,event_name,category,item_id,item_quantity,event_time
80d0bac3-e998-45a0-8858-5f6b66e5f4d0,Jonathan Alvarado,Click_item_description,Food,fe8e02af6ebe01644cce378079d257b12122a797,0,2023-10-18 16:14:20.673442
7ca43ddc-311c-4227-a788-899f950596a5,Alexandra Carr,Review_item,Food,5f63eb6ae9ecb38ff4beb48ee8a812463436fd5a,0,2023-10-18 16:14:20.673442
9434b601-0cd6-4830-a86b-0b8840637230,Brittany Cross,Click_item,Eletronic,97cc7c3dd77ab20b7d8ebd664b79b3e921f2998f,0,2023-10-18 16:14:20.674439
12e3dd1f-08bd-43ce-bd16-cb96b7602990,Kelly Wise,Purchase_item,Eletronic,b819d6a712be4e6978fa999e3168e5de3b0b5870,1,2023-10-18 16:14:20.674439
bbfe896e-15c8-47f0-8527-b100fe16f77c,Lance Jackson,Purchase_item,Game,0736480198a095f14f1e4a08dc56608f2104b220,3,2023-10-18 16:14:20.674439
d7b06ffd-e311-443f-81df-e2991fae9900,Michael Travis,Purchase_item,Eletronic,c0f8b79b69ec202864bffae5690cc6958b9983e9,4,2023-10-18 16:14:20.674439
28f722a0-6eeb-424d-affa-1b9ae3c73a34,Tonya Brooks,Purchase_item,Clothes,7224f7c7eff9c1f29fa4e95a6aba2592b42259b4,3,2023-10-18 16:14:20.674439
70fd0c03-4544-42ed-92eb-159ed6d7715a,Mark Church,Purchase_item,Eletronic,db469e1df60e77ce17d6aff330ca7288f5e7acab,2,2023-10-18 16:14:20.675444
245a94c0-1d8a-455d-be4e-7d26b1b93a83,Michael Chapman,Click_item,Eletronic,7fcfb1caadd8fe33863c1424c33804624eb16ca3,0,2023-10-18 16:14:20.675444
d81b6fee-2a90-4822-addf-4559e29191b2,Pam Meyer,Click_item_description,Game,bce7241674754b39388aa740129103d29bd2d7a7,0,2023-10-18 16:14:20.675444
86b482a9-8180-47a9-91fa-a53e28c4d3c1,Kathy Bender,Purchase_item,Eletronic,f642256ce07057059b6f4f76c589eb82de8a8f2f,1,2023-10-18 16:14:20.675444
bcd1bd5c-d6a8-487a-8937-c1bab9bede4e,Lisa Pope,Review_item,Food,01bd3825a6815322def8bf4bd44176e1dfc174ce,0,2023-10-18 16:14:20.675444
b284db82-041e-448b-b26a-9ce2138166f6,Kathleen Pennington,Click_item_description,Eletronic,97996779cfd06a781df45e21eb96f0c5f527df42,0,2023-10-18 16:14:20.676444
95c8d8dd-4646-401a-8a81-a74040207c3b,Joseph King,Review_item,Food,bc7af6b862beb1fc7b1bb26a631a00b8d0f35481,0,2023-10-18 16:14:20.676444
4b0f7dc8-162d-463c-a972-4c7cb75c373d,Dr. Timothy Miller,Review_item,Food,645e7d7b3a2ebf79f207bd9f03d3b11d97442087,0,2023-10-18 16:14:20.676444
0d7a751e-68a6-4d14-9634-08a0cef7e217,Nicholas Cobb,Purchase_item,Clothes,b248caae434c054d0d096e509861aabb68d14760,4,2023-10-18 16:14:20.676444
7c78029f-4b37-4339-91b2-72a719e464cd,Molly Woods,Click_item,Food,ed49873c735cf561ad641b7eeea5d98cd2e85556,0,2023-10-18 16:14:20.676444
e5abc78a-4ab1-4fe4-aef6-8dfb1362a37e,Sean Reed,Review_item,Game,7000344b6de8dfe96950a29d103b22918e890016,0,2023-10-18 16:14:20.676444
3896ed3a-fd4b-437d-b887-8ad8f4de6fd3,Darren Huff,Click_item_description,Game,dee82e0ba80853185ae7401d5e34893e747b2d9e,0,2023-10-18 16:14:20.677443
91699881-1908-4755-8730-88c515ac57d1,Thomas Maddox,Click_item,Clothes,b02fc1cd6ab63069b710bfb17be4a28dd667af15,0,2023-10-18 16:14:20.677443
5b0381b6-835f-4355-8a31-6e31b33cc56b,James Nelson,Click_item_description,Food,0a0479adfbfb5d8bf5e224bd600deb5f31a543a0,0,2023-10-18 16:14:20.677443
afa3541f-cb91-42ca-b665-c188945471e1,Michael Lawrence,Purchase_item,Food,fb2f4db269e140755a67788e91ded75bc28a025c,5,2023-10-18 16:14:20.677443
6697611d-183c-4ef3-996a-1e95ad1f004c,Anthony Rivera,Purchase_item,Food,8e8bb07c552d6dd5d4646a0c20a04a070a96e3c8,2,2023-10-18 16:14:20.677443
f855fe02-44af-4df3-89ba-024d667e263f,Nicole Johnson,Review_item,Clothes,1d7215df16e26985557ead3228edee5c60974d7e,0,2023-10-18 16:14:20.677443
187b1944-08f6-401a-ab5a-de0ae45ba0b4,Krista Sanford,Purchase_item,Game,a42c8c85c90c3a2d343771320514cca0728a879d,3,2023-10-18 16:14:20.678443
d7bbac45-3766-42a9-996e-c1510998aa42,Robin Scott,Click_item_description,Eletronic,7e705b69bf3872cdd8389a5d6e9aae3a9819d08f,0,2023-10-18 16:14:20.678443
ecbedfb4-adee-45a7-8a89-9fa17a3bc817,John Schwartz,Purchase_item,Eletronic,5cf7647813257fe2ff5d128878a8b09f5284f938,2,2023-10-18 16:14:20.678443
6c479e14-1331-459e-af3c-adf471304a52,Susan Hall,Click_item,Food,dac3b8966ba7a66ba3a062be16617934e675216e,0,2023-10-18 16:14:20.678443
2b3a9d78-9487-44dc-a521-74fd32c7015f,Nicole King,Click_item,Clothes,b715b0228d48ad8c8adf1e0f89455c00c06f9614,0,2023-10-18 16:14:20.678443
f0cb4758-5e5a-4663-ad00-0b45d3862c3d,Adrian Moyer,Click_item,Clothes,73f200ca25f5364a3b144daae32d365b5a386acc,0,2023-10-18 16:14:20.678443
2938c5bb-7c1b-4277-be1b-165ed7b9f03f,Aaron Hudson,Click_item,Eletronic,45d5ae5c829916799c7367397adc8a6cb26420fc,0,2023-10-18 16:14:20.678443
955c0426-4cd3-477c-98ba-873a80b2b3fd,Jay Stevenson,Purchase_item,Clothes,4b9f317bc9d641c9a164717651b2935ad8c222e6,3,2023-10-18 16:14:20.679442
e475ffef-c639-406b-8c3f-1500dcb46a3a,Brent Jimenez,Review_item,Clothes,856c109a0cdc81a082e320a426a55a2dcef48b7a,0,2023-10-18 16:14:20.679442
72b16144-015f-4cd6-a470-b2b41adba937,David Huber,Click_item_description,Food,2047160c91235d57078bdaa647873c8423943865,0,2023-10-18 16:14:20.679442
49fb6cf3-9fc0-4782-9d49-4a633091ed24,Nancy Sanchez,Purchase_item,Clothes,2adc841660e756955919615b269a2accfa395d27,1,2023-10-18 16:14:20.679442
97a79a5b-d6f7-4654-af29-d222796f4901,Kim Davis,Click_item,Clothes,4d7dc6964ea8c758a2522b4ef56029d047f05cad,0,2023-10-18 16:14:20.679442
8b83da87-9cbb-4977-be51-396071eb89d3,Pedro Gutierrez,Review_item,Clothes,65f4a67fb4445b56383adfceb91c809e1779da46,0,2023-10-18 16:14:20.680443
0cc0b76e-88f1-4884-a74b-e04e0a196ed6,Alexis Hicks,Click_item,Food,bd852c22a0cb07f61931a57866fd2d0134f776ae,0,2023-10-18 16:14:20.680443
5631d9c2-00aa-43d1-9a46-5c34a53c313a,Michael Brown,Purchase_item,Food,116b2668a0d05e423dfb768e2f69097e3562333d,5,2023-10-18 16:14:20.680443
51eef337-8d6c-45e0-b769-29f8a8e19e66,Shane Watson,Purchase_item,Food,e57328b1e8da8167ceb2dbdf34a3e6726f8eb34b,5,2023-10-18 16:14:20.680443
68184c00-ffa2-428a-946e-8090fc64afbb,Maria Fowler,Click_item_description,Eletronic,d309cb126696cb51acf62d8c9a81ad53cca52fbc,0,2023-10-18 16:14:20.680443
ce5d3e4b-f782-44ff-9663-6bf4c8663bf4,Marcus Dalton,Click_item_description,Eletronic,8ec62708f9b3de68b995d15442eb850c2775ec86,0,2023-10-18 16:14:20.680443
ad9e5294-bb4f-4a5b-a826-5da74322ff81,Juan Herrera,Purchase_item,Clothes,fd8d2714684ed7530608b9b5743deccdc68d1685,5,2023-10-18 16:14:20.680443
85710ccf-f50f-4131-b73d-7f89a0206dad,Dana Smith,Purchase_item,Food,8d86fa69c1f5ae31cf7c81e552f99a5ede0cfe33,1,2023-10-18 16:14:20.681442
53c620c9-28b8-42ab-b3bc-8159492f8d38,Damon Miller,Purchase_item,Clothes,11257ae99eb4ec14f168d321951607dd32915582,1,2023-10-18 16:14:20.681442
9830018f-1d49-40f3-9626-6bd578ff46f8,Johnny Coleman,Click_item,Food,27277e24829a6df5b04bc34d940359d6297b5f54,0,2023-10-18 16:14:20.681442
5e1e73f7-2b3c-42e0-a6c9-c611c4119c93,Chloe Joseph,Review_item,Food,33c5a1def9d318dddd2da9dd2d8f9b13404fbebb,0,2023-10-18 16:14:20.681442
e1773752-6b0a-4992-aa34-8086f2003c7f,Angel Campbell,Click_item,Game,b3443146f5558fa5d8270354df21fd80d658968a,0,2023-10-18 16:14:20.681442
6e2b6894-1762-4376-bf29-b4c2e0a20a5d,Terry Harris,Click_item,Food,fed06770f2c7e2d4701ad3a43f374ce774d4321c,0,2023-10-18 16:14:20.681442
cc41508f-b160-4e07-b14b-c9d8aa4bdd07,Bryan Roberts,Click_item,Food,2e84808805694fa66a094268689ae876b6df7e07,0,2023-10-18 16:14:20.682443
40c81568-2d85-4c2f-9180-cf28b79da9b1,Julia Mitchell,Review_item,Eletronic,ed91823daf64bea34af4c9bc8d1be2ac676594fe,0,2023-10-18 16:14:20.682443
fa9926ec-e229-4589-9522-8f17082e8f4c,Joan Brooks,Click_item_description,Clothes,fcbfff9906fa346018354e13e0d5ebe6fa8bb417,0,2023-10-18 16:14:20.683442
0b53faad-f950-4861-aa20-2910a9aebd17,Julia Vaughan,Click_item,Game,811a2cee79e2e7be7f4a28bc170255487efdd354,0,2023-10-18 16:14:20.683442
0c572112-32b4-4fb8-b37b-449525be6d0c,Steven Cook,Purchase_item,Eletronic,c41195750f7afc66d42fb7e923f4d5aaac545a1a,2,2023-10-18 16:14:20.683442
c1d6d780-7a59-4cdb-8075-e600c01834ab,Dana Beck,Review_item,Eletronic,33923b4bb8f42468116b22ed703634d1b4f85d30,0,2023-10-18 16:14:20.683442
5eb960e9-ac54-47df-9380-926ca7f4d0c6,Brad Abbott,Review_item,Eletronic,501af49cda2d0a5cbfea1adff4fece1226c1b727,0,2023-10-18 16:14:20.684490
a07e3a50-846d-4e9d-a366-0643b2a1d750,Laura Brewer,Click_item,Food,33839a2d7d9fe2bd4f4e3eb2c2b132a1f5915397,0,2023-10-18 16:14:20.685460
c305328f-b33c-49a1-b7d1-7dd5b56c46e5,Mr. Lonnie Martin,Purchase_item,Clothes,8ad4d1da603ae0798c27ce7ab8314bebda906b5f,2,2023-10-18 16:14:20.685460
57b86280-cefb-40ed-833b-a1780bec42d0,Michael Davis,Click_item,Food,486e02df7f4f2b894ef1d3650f82df8df1a7e241,0,2023-10-18 16:14:20.685460
d9968985-9371-4cfe-adcc-4dc46468fb35,Jessica Miller,Click_item_description,Food,5ee89dd75bd3bfcbac98d28ef534d5290a8182bd,0,2023-10-18 16:14:20.685460
df115b2d-93f3-402f-baaf-749c13d601c4,Michael Byrd,Review_item,Eletronic,8df84705fbed993711632b2575ccf311768fb8aa,0,2023-10-18 16:14:20.686460
0522ac56-243c-4018-a215-11914b70c941,Stephanie Stevens,Click_item_description,Food,b420ead329639eb342403e5fa3cda06f7dbf1092,0,2023-10-18 16:14:20.686460
8f7d7ab1-9d55-4cba-bfbc-555229767afc,Mrs. Whitney Robertson,Click_item_description,Game,e8f0e46035812997fb14b88b612db67f00180805,0,2023-10-18 16:14:20.686460
8904dda3-4ff7-4c3b-aae4-b99cda4ea4c8,Benjamin Cobb,Review_item,Game,7a99fddb736677926449618771901df8bbc0af1a,0,2023-10-18 16:14:20.687444
308ee2be-f43d-476c-af3f-a8982243ce57,Rachel Edwards,Click_item,Eletronic,61486416e0cc25925b31c1aaa0129f5b6a53d1e4,0,2023-10-18 16:14:20.687444
b2020414-910b-4009-aaba-6deed3367943,Alexander Walker,Click_item,Food,b10b31f684b8f45e193ff1f2fb2630bed44b88ae,0,2023-10-18 16:14:20.687444
7117d090-ad0a-4d9f-86ca-58ea8b5e528d,April Moore,Review_item,Game,65b898c8237534c8eb45c9f4fd9a3b1cee3a2822,0,2023-10-18 16:14:20.688449
7b6732f9-fab5-4cab-811a-3cdf6e2c1da2,Anthony Sullivan,Click_item_description,Clothes,91127dfc8b5e2e76607dc9442a9cb59157c2004c,0,2023-10-18 16:14:20.688449
4153af97-5e5f-49a8-ad98-c1db9c1ff798,Jeff Payne,Review_item,Clothes,601af578fa3ad3a3bea754d1a3f6f78eb826d69b,0,2023-10-18 16:14:20.688449
74aed81f-a1e6-44ca-a8db-4e850878bb68,Katelyn Chapman,Purchase_item,Food,6a59ec8e3c469aee1a8de2b9072aa1edb16dd303,4,2023-10-18 16:14:20.688449
0f39e328-b5f5-4165-b83c-4dbdcdc92e62,Katherine Jones,Click_item,Clothes,6b9a456d8830602dacbb5f9f224ebfa06119e26b,0,2023-10-18 16:14:20.688449
85784d4c-c816-47f2-9bca-bb9290a75081,Heather Rodriguez,Click_item_description,Game,aca5051cf58e31a99e32ee699bd57aa29f84e618,0,2023-10-18 16:14:20.688449
283c8a15-8538-4d4b-9319-06057b5d6b12,Brittany Holland,Review_item,Food,5922465c8b7ca69e2003077b7029a9cd42ed5047,0,2023-10-18 16:14:20.689445
5135cf73-9f21-4c65-844a-212d94efb2cc,Melissa Newton,Review_item,Eletronic,826dde0395ed567c082d5588229ea7cc6f364197,0,2023-10-18 16:14:20.689445
b7628be9-c680-45ef-8ebd-efc5876ca89e,Edward Contreras,Review_item,Food,c26d411191f79535992f9760e5b64ad07846a406,0,2023-10-18 16:14:20.689445
b165b5b8-7b65-4002-9dc4-68f545583b33,Michael Jacobs,Click_item,Game,170b0b4ee75c3c7046166b32c08be605899003cd,0,2023-10-18 16:14:20.689445
